MinTemp,Rainfall,Humidity9am,Humidity3pm,RainToday,Temp3pm
11.13171880255634,2.193101092896175,76.89576988155669,51.38185511171293,0,22.522698145025295
11.13171880255634,2.193101092896175,76.89576988155669,51.38185511171293,0,22.522698145025295
11.13171880255634,2.193101092896175,76.89576988155669,64.0,0,21.9
11.4,0.0,100.0,56.0,0,23.9
8.2,0.4,92.0,41.0,0,16.7
3.4,2.193101092896175,76.89576988155669,39.0,0,19.4
4.4,2.193101092896175,76.89576988155669,51.38185511171293,0,22.522698145025295
4.0,0.0,61.0,38.0,0,23.5
5.7,2.193101092896175,76.89576988155669,32.0,0,24.0
7.0,0.0,83.0,35.0,0,24.3
3.7,0.0,83.0,21.0,0,23.9
6.1,0.0,35.0,25.0,0,18.4
2.0,0.0,50.0,35.0,0,19.7
4.0,0.0,69.0,35.0,0,19.4
5.7,0.0,52.0,34.0,0,20.8
4.2,2.193101092896175,76.89576988155669,39.0,0,21.4
8.8,0.0,99.0,67.0,0,17.0
10.6,0.0,77.0,64.0,0,17.8
9.1,2.193101092896175,70.0,56.0,0,19.1
3.9,0.4,93.0,55.0,0,19.4
7.6,0.0,87.0,67.0,0,16.6
8.8,0.2,71.0,50.0,0,17.1
5.8,0.0,71.0,63.0,0,16.2
5.4,0.0,100.0,60.0,0,18.0
11.2,3.6,100.0,81.0,1,16.2
10.3,2.193101092896175,76.89576988155669,100.0,0,14.0
11.4,42.0,80.0,86.0,1,15.3
9.8,1.0,99.0,52.0,0,19.3
11.9,2.193101092896175,99.0,86.0,0,15.9
8.3,6.2,82.0,50.0,1,18.9
10.7,7.6,97.0,94.0,1,14.9
10.7,5.0,76.0,51.0,1,18.4
7.5,0.0,92.0,60.0,0,17.6
10.7,12.4,87.0,92.0,1,15.6
13.4,36.0,89.0,94.0,1,15.1
11.5,5.2,69.0,48.0,1,19.0
7.0,0.0,63.0,53.0,0,16.4
6.9,0.0,59.0,58.0,0,15.7
4.8,0.0,99.0,57.0,0,16.0
2.3,0.0,99.0,44.0,0,13.7
7.2,0.0,51.0,35.0,0,15.0
-0.1,0.0,83.0,44.0,0,15.6
1.9,0.0,85.0,39.0,0,15.1
3.2,0.0,68.0,39.0,0,17.0
3.6,0.0,77.0,46.0,0,17.5
3.2,0.0,99.0,52.0,0,17.8
2.7,0.2,100.0,56.0,0,17.5
7.0,0.0,82.0,56.0,0,18.4
2.7,0.0,76.0,40.0,0,18.0
1.4,0.0,80.0,46.0,0,18.3
2.1,0.0,89.0,42.0,0,19.0
5.5,0.0,79.0,62.0,0,16.8
10.8,2.193101092896175,80.0,68.0,0,15.2
8.4,0.0,91.0,98.0,0,13.0
8.6,3.6,100.0,56.0,1,17.6
7.9,0.0,100.0,72.0,0,16.7
9.8,0.4,89.0,45.0,0,18.3
2.0,0.0,70.0,39.0,0,15.2
1.5,0.2,69.0,39.0,0,15.0
-1.2,0.0,82.0,39.0,0,14.0
-3.0,2.193101092896175,84.0,39.0,0,14.8
-1.0,0.2,83.0,44.0,0,15.5
2.2,0.0,95.0,72.0,0,12.0
3.7,1.6,68.0,39.0,1,14.5
4.3,0.0,65.0,44.0,0,17.2
4.9,0.0,80.0,67.0,0,13.7
9.0,1.6,100.0,57.0,1,15.5
8.0,1.0,71.0,56.0,0,16.2
5.6,0.0,70.0,64.0,0,15.0
6.9,1.6,91.0,65.0,1,16.0
4.6,0.0,100.0,66.0,0,15.9
8.9,2.193101092896175,100.0,98.0,0,14.5
4.7,0.6,100.0,46.0,0,16.9
8.4,0.0,99.0,87.0,0,15.4
11.6,0.6,53.0,38.0,0,15.9
6.4,0.0,51.0,42.0,0,15.7
2.3,0.0,62.0,48.0,0,15.2
1.3,0.0,83.0,45.0,0,16.6
-0.6,0.0,97.0,42.0,0,17.7
3.8,0.0,98.0,63.0,0,13.2
4.4,0.6,61.0,32.0,0,15.6
5.2,0.2,65.0,41.0,0,15.9
2.9,0.0,60.0,47.0,0,15.8
4.7,0.0,68.0,51.38185511171293,0,22.522698145025295
4.6,0.0,86.0,46.0,0,17.2
8.4,3.4,99.0,64.0,1,15.7
7.0,24.8,93.0,67.0,1,15.0
7.2,0.0,94.0,59.0,0,15.8
10.0,2.0,100.0,100.0,1,12.3
9.0,21.0,100.0,100.0,1,13.1
8.9,7.2,100.0,76.0,1,19.7
10.5,5.2,100.0,44.0,1,19.2
4.0,0.0,75.0,37.0,0,18.4
5.0,0.0,55.0,47.0,0,13.8
10.2,7.4,68.0,59.0,1,15.6
5.1,0.0,75.0,41.0,0,17.6
2.9,0.0,80.0,51.38185511171293,0,22.522698145025295
4.3,0.0,58.0,38.0,0,15.9
3.3,0.0,63.0,36.0,0,15.9
1.2,0.0,93.0,42.0,0,16.3
2.7,0.0,88.0,37.0,0,17.3
6.1,6.6,100.0,100.0,1,12.3
6.9,6.2,81.0,42.0,1,15.5
9.1,0.0,54.0,51.0,0,15.0
8.2,0.0,52.0,42.0,0,17.2
2.9,2.193101092896175,99.0,44.0,0,20.0
6.5,0.0,78.0,38.0,0,19.1
7.8,0.0,49.0,37.0,0,17.6
2.6,0.0,54.0,27.0,0,16.7
0.5,0.0,84.0,45.0,0,19.4
7.3,2.193101092896175,59.0,30.0,0,22.6
4.5,0.0,45.0,31.0,0,17.2
2.5,0.0,59.0,40.0,0,15.9
2.3,0.0,63.0,35.0,0,17.3
8.1,0.0,87.0,68.0,0,13.3
6.0,2.193101092896175,68.0,36.0,0,18.4
6.9,0.0,40.0,30.0,0,15.5
8.4,0.0,44.0,42.0,0,15.5
5.1,0.0,48.0,43.0,0,16.6
4.4,0.0,55.0,33.0,0,17.2
2.6,0.0,72.0,43.0,0,18.3
7.9,0.0,67.0,47.0,0,18.5
8.6,0.0,77.0,44.0,0,21.3
7.9,0.0,76.0,42.0,0,22.9
13.0,0.0,92.0,77.0,0,17.4
10.8,4.0,100.0,82.0,1,14.4
11.3,16.4,100.0,80.0,1,19.8
13.3,0.2,50.0,40.0,0,19.2
6.7,0.0,54.0,36.0,0,19.3
4.3,0.0,64.0,48.0,0,16.1
3.6,0.0,64.0,33.0,0,18.3
5.1,0.0,95.0,75.0,0,15.4
8.6,3.0,100.0,43.0,1,20.0
5.2,0.0,47.0,29.0,0,20.5
3.4,0.0,70.0,46.0,0,19.8
10.0,0.0,70.0,31.0,0,22.3
10.8,0.0,78.0,99.0,0,14.1
9.7,16.8,66.0,24.0,1,20.8
8.6,0.0,56.0,30.0,0,18.6
3.1,0.0,51.0,29.0,0,18.5
3.7,0.0,59.0,27.0,0,21.5
5.3,0.0,68.0,56.0,0,17.6
6.0,0.0,63.0,57.0,0,19.1
6.3,0.2,72.0,57.0,0,20.6
11.8,0.0,71.0,56.0,0,21.5
13.5,0.2,76.0,66.0,0,17.3
8.3,0.0,75.0,46.0,0,24.4
5.5,0.0,55.0,28.0,0,24.8
7.1,0.0,52.0,30.0,0,25.0
7.4,0.0,70.0,41.0,0,25.0
8.5,0.2,44.0,22.0,0,25.6
9.9,0.0,44.0,52.0,0,14.6
3.8,0.8,53.0,34.0,0,18.5
5.4,0.0,70.0,57.0,0,17.0
10.1,0.0,68.0,88.0,0,14.6
12.4,18.6,100.0,85.0,1,17.9
13.8,28.6,100.0,65.0,1,20.0
15.6,2.2,95.0,62.0,1,23.2
15.3,0.2,89.0,71.0,0,21.2
14.0,0.0,100.0,69.0,0,19.3
11.9,0.0,80.0,56.0,0,19.6
13.6,0.0,73.0,70.0,0,16.7
11.5,0.6,87.0,49.0,0,19.9
12.8,0.6,81.0,60.0,0,20.1
11.5,0.4,83.0,55.0,0,22.6
12.6,0.0,100.0,61.0,0,25.7
14.7,10.4,78.0,53.0,1,27.2
14.7,0.2,83.0,65.0,0,22.8
9.9,2.193101092896175,43.0,40.0,0,14.4
5.4,0.0,53.0,39.0,0,21.4
5.9,0.2,57.0,40.0,0,23.3
7.2,0.0,82.0,64.0,0,15.5
10.2,0.0,67.0,45.0,0,22.2
9.3,0.2,78.0,49.0,0,23.3
11.1,0.0,81.0,53.0,0,24.2
10.5,2.2,74.0,52.0,1,23.1
11.8,4.0,90.0,92.0,1,13.6
11.6,7.0,73.0,57.0,1,19.2
8.5,0.0,80.0,39.0,0,25.3
8.1,0.0,61.0,72.0,0,21.9
13.4,17.2,99.0,63.0,1,18.4
11.7,0.4,84.0,71.0,0,18.6
11.4,0.2,81.0,53.0,0,28.5
17.1,0.0,95.0,45.0,0,29.9
14.4,0.0,68.0,78.0,0,18.6
10.9,33.8,68.0,55.0,1,18.7
7.6,0.0,72.0,40.0,0,23.8
12.4,2.0,78.0,80.0,1,14.8
11.3,1.4,77.0,51.0,1,17.4
11.8,2.2,88.0,82.0,1,14.9
10.4,5.8,90.0,59.0,1,22.5
12.6,0.0,80.0,73.0,0,20.7
15.1,12.2,85.0,70.0,1,22.3
16.7,0.2,86.0,82.0,0,19.3
16.2,11.4,78.0,52.0,1,27.9
14.9,0.2,76.0,36.0,0,31.3
15.9,0.0,70.0,61.0,0,28.5
19.9,0.0,75.0,46.0,0,30.7
20.4,0.0,83.0,96.0,0,19.1
17.6,25.4,81.0,64.0,1,24.1
16.0,0.0,79.0,65.0,0,20.7
13.0,0.0,80.0,47.0,0,26.5
14.7,1.6,73.0,62.0,1,17.8
10.2,0.0,62.0,50.0,0,23.1
9.8,0.0,76.0,48.0,0,24.8
11.8,0.0,71.0,49.0,0,24.0
12.0,0.0,70.0,50.0,0,26.2
12.7,0.0,73.0,41.0,0,28.5
14.5,0.0,72.0,37.0,0,31.1
14.5,0.0,64.0,47.0,0,28.2
15.8,0.0,70.0,50.0,0,29.2
16.0,0.2,90.0,93.0,0,20.0
15.5,11.4,93.0,81.0,1,18.7
15.6,11.4,98.0,85.0,1,21.2
16.5,28.8,99.0,93.0,1,20.0
17.7,14.0,88.0,83.0,1,22.4
18.2,0.8,82.0,68.0,0,25.1
18.1,1.2,88.0,68.0,1,24.3
18.7,0.4,78.0,80.0,0,23.2
17.7,0.8,79.0,97.0,0,20.8
16.9,28.4,79.0,58.0,1,26.6
16.3,0.0,76.0,55.0,0,30.4
21.5,2.0,94.0,63.0,1,28.8
20.4,2.6,97.0,53.0,1,28.5
13.5,0.0,53.0,25.0,0,29.1
12.7,0.0,57.0,29.0,0,29.7
14.2,0.0,63.0,52.0,0,26.0
17.0,0.0,73.0,53.0,0,25.8
16.9,0.0,77.0,55.0,0,29.1
18.5,0.0,70.0,97.0,0,17.5
16.5,22.0,81.0,73.0,1,22.1
16.0,0.0,73.0,70.0,0,18.0
12.4,0.4,86.0,56.0,0,24.0
11.4,2.4,48.0,47.0,1,20.2
11.0,0.0,46.0,34.0,0,25.5
10.6,0.0,67.0,53.0,0,25.1
14.3,2.193101092896175,83.0,40.0,0,30.4
16.8,0.0,72.0,56.0,0,22.3
13.4,0.0,70.0,45.0,0,30.1
19.4,4.8,94.0,65.0,1,28.6
16.6,21.0,96.0,81.0,1,18.7
12.5,1.4,64.0,56.0,1,20.0
13.3,0.2,72.0,53.0,0,27.8
15.7,0.0,70.0,58.0,0,28.4
16.8,0.0,84.0,41.0,0,33.6
16.8,0.0,74.0,27.0,0,36.7
17.1,0.0,71.0,60.0,0,29.6
16.9,0.8,94.0,97.0,0,17.6
16.1,4.2,73.0,66.0,1,21.3
16.9,0.0,78.0,56.0,0,26.5
16.6,0.0,72.0,55.0,0,25.8
16.1,0.0,83.0,86.0,0,23.2
19.1,9.0,87.0,55.0,1,26.8
20.4,2.2,100.0,59.0,1,28.4
20.6,7.0,90.0,67.0,1,25.6
20.1,2.8,90.0,83.0,1,23.7
21.1,4.6,84.0,68.0,1,27.8
22.4,1.0,74.0,57.0,0,27.6
18.2,0.0,71.0,48.0,0,29.2
20.6,4.6,91.0,71.0,1,27.8
18.7,0.0,82.0,59.0,0,30.1
17.6,0.0,76.0,63.0,0,28.2
17.4,0.0,66.0,61.0,0,25.7
18.3,0.0,84.0,58.0,0,27.3
18.8,0.8,67.0,52.0,0,27.8
15.7,0.0,73.0,35.0,0,30.5
16.7,0.0,70.0,51.38185511171293,0,22.522698145025295
17.6,0.0,65.0,51.38185511171293,0,22.522698145025295
16.6,1.2,76.0,49.0,1,29.2
20.5,0.0,70.0,45.0,0,33.1
19.5,0.0,81.0,50.0,0,35.4
22.5,0.0,75.0,46.0,0,35.5
19.0,0.0,76.0,51.0,0,26.4
14.0,0.0,67.0,49.0,0,26.5
12.1,0.0,70.0,26.0,0,34.6
17.0,0.0,62.0,20.0,0,39.2
18.4,0.0,79.0,21.0,0,40.9
23.1,0.0,42.0,38.0,0,37.2
23.9,0.0,81.0,39.0,0,37.9
22.1,0.0,63.0,44.0,0,37.6
21.8,0.0,76.0,21.0,0,40.2
21.8,0.0,64.0,67.0,0,23.2
16.6,0.0,60.0,48.0,0,23.2
14.2,0.0,68.0,52.0,0,25.2
14.8,0.0,57.0,56.0,0,24.3
14.9,0.0,84.0,44.0,0,30.2
16.3,0.0,76.0,30.0,0,35.4
21.6,0.2,81.0,71.0,0,21.5
18.2,19.8,91.0,73.0,1,21.8
17.8,0.0,69.0,77.0,0,19.9
14.6,0.0,75.0,61.0,0,23.6
17.8,1.0,80.0,57.0,0,26.3
19.4,1.4,97.0,59.0,1,29.8
19.7,4.4,88.0,66.0,1,26.9
20.2,0.2,85.0,35.0,0,36.8
23.6,0.0,65.0,34.0,0,35.5
18.4,0.0,78.0,55.0,0,26.0
15.6,0.2,59.0,48.0,0,22.4
12.5,0.0,72.0,40.0,0,25.5
12.5,0.0,80.0,29.0,0,29.7
12.8,0.0,75.0,33.0,0,31.4
16.7,0.0,81.0,27.0,0,33.1
16.6,0.0,90.0,54.0,0,27.8
20.4,0.4,89.0,58.0,0,28.1
18.7,0.6,62.0,24.0,0,33.7
16.4,0.0,74.0,64.0,0,20.6
12.9,0.0,76.0,16.0,0,31.5
16.6,0.0,71.0,16.0,0,31.1
15.4,0.2,72.0,60.0,0,20.4
13.9,0.2,48.0,42.0,0,22.4
12.0,0.0,65.0,48.0,0,25.6
12.1,0.0,80.0,32.0,0,31.0
16.4,0.0,85.0,39.0,0,29.1
17.1,0.0,67.0,61.0,0,24.7
18.4,0.0,87.0,59.0,0,27.1
16.7,0.8,83.0,45.0,0,29.8
17.3,0.0,93.0,37.0,0,33.8
17.1,0.0,74.0,68.0,0,23.4
16.6,0.2,85.0,53.0,0,25.7
15.2,0.8,87.0,59.0,0,26.0
18.1,16.6,89.0,70.0,1,23.8
18.1,0.2,75.0,69.0,0,23.0
17.4,3.0,95.0,91.0,1,20.5
17.8,25.8,99.0,92.0,1,21.0
18.7,17.2,98.0,72.0,1,25.6
19.2,13.2,96.0,47.0,1,30.0
16.9,0.2,83.0,36.0,0,29.5
13.1,0.2,58.0,35.0,0,26.0
12.7,0.0,56.0,40.0,0,25.9
14.0,0.0,62.0,54.0,0,21.0
13.2,0.0,74.0,68.0,0,20.5
13.7,1.2,82.0,70.0,1,21.4
14.2,0.0,97.0,53.0,0,25.7
13.4,0.0,87.0,71.0,0,21.9
16.7,2.6,76.0,72.0,1,18.9
11.7,8.2,84.0,49.0,1,22.4
9.3,0.0,100.0,68.0,0,18.7
11.0,0.2,97.0,68.0,0,18.3
10.6,0.0,66.0,49.0,0,21.0
8.6,0.2,67.0,49.0,0,17.6
7.3,0.0,68.0,41.0,0,18.6
5.7,0.0,85.0,46.0,0,19.6
2.4,0.0,83.0,35.0,0,20.7
6.0,0.0,59.0,55.0,0,16.4
7.9,0.0,54.0,37.0,0,17.5
0.0,0.0,99.0,39.0,0,14.3
3.1,0.0,52.0,33.0,0,15.3
1.7,0.0,69.0,41.0,0,19.3
8.4,0.2,49.0,34.0,0,16.2
0.7,0.0,66.0,35.0,0,18.8
-0.1,0.0,81.0,30.0,0,20.2
2.2,0.0,77.0,43.0,0,19.4
2.9,0.0,86.0,45.0,0,20.2
5.1,0.0,100.0,55.0,0,20.6
5.0,0.0,100.0,42.0,0,22.4
5.7,0.0,80.0,42.0,0,23.4
5.9,0.0,100.0,50.0,0,21.7
10.8,3.0,92.0,41.0,1,20.5
6.5,0.0,56.0,67.0,0,15.6
9.5,1.2,58.0,52.0,1,15.5
9.4,0.0,54.0,43.0,0,19.2
3.2,0.0,80.0,47.0,0,16.6
2.9,0.0,79.0,58.0,0,17.4
7.3,0.0,93.0,72.0,0,15.9
10.6,4.4,99.0,96.0,1,13.4
12.4,34.8,96.0,79.0,1,17.9
12.3,32.8,86.0,75.0,1,17.0
12.0,3.2,89.0,58.0,1,18.6
6.8,0.0,92.0,49.0,0,20.3
6.2,0.0,98.0,69.0,0,17.1
5.0,0.0,78.0,45.0,0,17.1
2.9,0.0,63.0,46.0,0,15.5
0.8,0.0,98.0,45.0,0,13.7
3.2,0.0,53.0,39.0,0,11.8
3.8,0.4,55.0,45.0,0,15.0
6.7,0.0,54.0,64.0,0,13.6
6.6,0.0,68.0,66.0,0,14.4
9.8,0.8,84.0,64.0,0,15.3
9.4,0.0,79.0,94.0,0,13.4
10.7,8.8,86.0,90.0,1,13.5
10.8,7.8,80.0,77.0,1,15.2
11.0,7.2,82.0,57.0,1,16.5
3.1,0.0,99.0,47.0,0,15.8
6.0,0.0,56.0,47.0,0,16.2
1.9,0.0,87.0,43.0,0,18.1
1.8,0.0,88.0,45.0,0,17.7
6.6,0.0,71.0,60.0,0,12.2
2.9,0.0,64.0,42.0,0,14.6
2.4,0.0,75.0,42.0,0,18.3
0.8,0.0,90.0,48.0,0,17.1
2.3,0.0,100.0,57.0,0,17.9
-0.4,0.2,100.0,42.0,0,18.9
0.5,0.2,99.0,52.0,0,18.4
6.7,0.0,92.0,54.0,0,17.3
9.2,0.0,74.0,89.0,0,13.8
8.9,2.8,93.0,61.0,1,15.5
9.1,0.2,94.0,62.0,0,17.1
8.9,0.6,86.0,59.0,0,17.3
1.9,0.0,100.0,51.0,0,18.2
6.8,0.0,68.0,50.0,0,19.0
11.5,0.0,43.0,34.0,0,15.4
5.6,0.0,48.0,39.0,0,15.4
10.9,0.0,50.0,38.0,0,14.8
-1.4,0.0,81.0,36.0,0,16.5
1.9,0.0,66.0,40.0,0,15.5
-0.6,0.0,49.0,33.0,0,15.2
4.3,0.0,48.0,32.0,0,16.4
-1.7,0.0,84.0,38.0,0,17.4
4.7,0.0,86.0,67.0,0,9.2
3.0,0.0,73.0,35.0,0,13.8
1.1,0.0,71.0,63.0,0,13.8
7.6,0.8,100.0,67.0,0,14.1
8.1,0.2,98.0,66.0,0,15.2
3.0,0.0,100.0,46.0,0,18.5
0.7,0.4,99.0,82.0,0,9.1
2.3,7.4,77.0,61.0,1,16.3
10.4,1.0,86.0,91.0,0,11.2
10.1,28.4,86.0,93.0,1,10.7
7.7,7.4,72.0,74.0,1,13.0
3.7,0.0,85.0,53.0,0,12.9
3.7,0.2,89.0,51.0,0,16.8
0.6,0.0,97.0,42.0,0,16.6
3.6,0.0,71.0,56.0,0,15.2
1.1,0.2,100.0,49.0,0,17.9
0.5,0.0,100.0,34.0,0,19.0
0.5,0.2,100.0,37.0,0,18.6
0.4,0.0,100.0,43.0,0,18.6
3.7,0.0,100.0,42.0,0,21.5
1.7,0.0,100.0,33.0,0,22.3
7.2,0.0,100.0,41.0,0,24.0
4.8,0.0,100.0,37.0,0,25.1
4.2,2.193101092896175,89.0,31.0,0,23.9
3.8,0.0,84.0,51.0,0,21.3
9.0,1.0,100.0,98.0,0,12.8
2.7,5.0,100.0,45.0,1,15.5
2.5,0.0,100.0,47.0,0,14.6
0.3,0.0,100.0,36.0,0,16.5
0.2,0.0,100.0,50.0,0,16.2
5.8,2.4,86.0,52.0,1,17.4
1.5,0.2,100.0,45.0,0,17.7
7.8,0.0,100.0,67.0,0,16.4
4.2,0.2,100.0,61.0,0,16.6
6.0,0.0,100.0,63.0,0,18.0
5.9,0.0,100.0,100.0,0,12.6
8.2,12.8,100.0,38.0,1,16.8
2.9,0.6,100.0,91.0,0,14.9
9.9,20.4,72.0,55.0,1,17.0
8.4,1.0,69.0,57.0,0,16.1
7.8,0.2,85.0,60.0,0,15.6
9.1,0.0,87.0,67.0,0,17.0
7.8,0.2,100.0,52.0,0,18.9
2.8,0.0,100.0,49.0,0,21.2
3.3,0.2,97.0,55.0,0,20.8
8.0,0.2,100.0,72.0,0,18.0
5.4,0.0,100.0,55.0,0,20.3
5.0,0.2,78.0,33.0,0,22.1
8.9,0.0,83.0,64.0,0,17.4
7.4,0.0,92.0,46.0,0,20.6
10.8,0.0,88.0,64.0,0,18.5
9.5,0.0,62.0,54.0,0,16.1
4.6,0.0,95.0,45.0,0,19.9
4.2,0.0,100.0,45.0,0,22.4
9.3,0.0,100.0,41.0,0,23.6
6.3,0.6,95.0,30.0,0,25.6
9.4,1.8,56.0,27.0,1,20.6
8.6,0.0,73.0,64.0,0,16.8
10.8,7.2,100.0,73.0,1,14.0
5.7,2.0,49.0,40.0,1,15.0
5.5,0.2,51.0,40.0,0,17.0
6.1,0.0,48.0,33.0,0,18.5
1.2,0.0,81.0,25.0,0,22.4
3.6,0.0,48.0,20.0,0,24.8
10.0,0.0,76.0,53.0,0,20.7
4.6,0.0,84.0,35.0,0,25.3
7.8,0.0,51.0,32.0,0,27.4
6.1,0.2,100.0,55.0,0,21.8
13.4,0.0,71.0,50.0,0,25.5
8.8,0.0,38.0,31.0,0,21.3
5.6,0.0,43.0,25.0,0,23.3
5.6,0.0,50.0,33.0,0,23.5
4.7,0.0,72.0,16.0,0,29.7
12.8,0.2,88.0,72.0,0,16.4
11.2,22.2,100.0,100.0,1,11.7
9.6,22.6,68.0,55.0,1,17.2
6.4,0.2,76.0,44.0,0,20.1
7.5,0.2,90.0,100.0,0,15.0
14.2,10.8,100.0,41.0,1,17.3
10.1,0.2,50.0,39.0,0,17.4
5.1,0.0,65.0,54.0,0,15.8
9.5,4.6,100.0,62.0,1,16.2
7.7,10.8,75.0,49.0,1,17.3
6.9,0.2,73.0,56.0,0,18.0
7.3,0.0,83.0,47.0,0,18.3
10.0,0.0,84.0,70.0,0,16.3
12.3,1.6,100.0,73.0,1,20.6
14.7,5.4,100.0,99.0,1,17.1
9.8,3.8,100.0,40.0,1,20.2
6.7,0.0,100.0,39.0,0,21.3
8.9,0.0,52.0,31.0,0,21.3
4.9,0.0,68.0,53.0,0,19.8
12.6,0.0,77.0,56.0,0,20.4
12.9,0.0,95.0,99.0,0,16.2
14.4,0.0,100.0,52.0,0,25.1
13.2,0.0,49.0,28.0,0,25.6
