Rainfall,WindGustSpeed,WindSpeed3pm,Humidity9am,Humidity3pm,RainToday,Temp3pm,MaxTemp,Pressure9am,Pressure3pm
0.2,54.0,30.0,62.0,27.0,0,25.3,27.4,1021.2,1019.3
0.0,46.0,19.0,60.0,22.0,0,27.6,30.1,1022.7,1019.9
0.0,50.0,20.0,51.0,26.0,0,29.4,30.6,1021.0,1017.8
0.0,48.0,17.0,52.0,23.0,0,32.0,32.4,1018.9,1015.9
0.0,54.0,20.0,48.0,25.0,0,32.6,34.2,1016.9,1014.5
0.4,28.0,9.0,41.0,26.0,0,32.7,35.2,1015.3,1012.8
0.0,33.0,9.0,45.0,29.0,0,32.8,35.2,1015.5,1014.2
0.0,33.0,11.0,42.0,18.0,0,35.4,37.3,1017.1,1014.3
0.0,43.0,20.0,33.0,17.0,0,34.4,36.5,1015.1,1012.8
0.0,30.0,9.0,44.0,20.0,0,34.6,37.7,1015.8,1013.9
0.0,43.0,13.0,35.0,16.0,0,37.5,39.0,1015.8,1013.5
0.0,50.0,26.0,31.0,15.0,0,36.8,38.5,1014.1,1010.2
0.0,54.0,30.0,54.0,30.0,0,24.7,25.4,1011.6,1011.6
0.0,46.0,22.0,55.0,28.0,0,24.7,26.5,1017.1,1015.0
0.0,41.0,19.0,81.0,28.0,0,25.1,26.9,1019.1,1016.7
0.0,63.0,28.0,69.0,80.0,0,17.6,23.8,1017.5,1016.8
0.2,50.0,26.0,71.0,28.0,0,19.2,21.3,1026.3,1024.6
0.0,48.0,19.0,77.0,33.0,0,21.4,23.5,1025.2,1022.6
0.0,30.0,7.0,72.0,26.0,0,24.8,25.9,1023.5,1020.6
0.0,39.0,19.0,41.0,15.0,0,29.8,30.9,1018.6,1013.1
0.0,89.0,57.0,29.0,38.0,0,22.6,25.0,1001.0,1003.0
0.2,43.0,24.0,64.0,47.0,0,17.6,18.3,1014.5,1014.6
0.2,48.0,26.0,85.0,40.0,0,23.2,24.7,1017.2,1015.1
0.0,56.0,31.0,74.0,56.0,0,22.1,24.3,1014.5,1014.6
0.0,26.0,11.0,87.0,43.0,0,22.0,23.0,1019.3,1017.4
0.0,39.0,24.0,60.0,23.0,0,32.3,33.5,1015.5,1010.7
0.0,63.0,26.0,23.0,30.0,0,28.6,31.5,1006.8,1007.8
4.2,70.0,37.0,82.0,47.0,1,18.6,20.2,1017.8,1018.8
0.2,26.0,13.0,84.0,49.0,0,18.4,19.6,1023.6,1021.0
0.0,43.0,30.0,87.0,55.0,0,19.5,20.9,1017.1,1014.5
0.4,41.0,24.0,92.0,49.0,0,19.8,22.1,1015.9,1015.9
0.0,39.0,24.0,80.0,49.0,0,19.5,22.1,1020.3,1018.8
0.0,44.0,26.0,84.0,46.0,0,23.6,23.8,1020.1,1018.8
0.2,44.0,24.0,91.0,35.0,0,19.3,20.5,1026.5,1024.7
0.0,33.0,17.0,84.0,30.0,0,22.1,23.9,1028.3,1025.9
0.0,41.0,19.0,66.0,27.0,0,26.8,28.4,1027.4,1024.2
0.0,31.0,11.0,60.0,23.0,0,29.5,31.1,1023.5,1019.6
0.0,33.0,17.0,39.0,25.0,0,29.3,30.1,1022.1,1019.1
0.0,33.0,15.0,71.0,24.0,0,26.7,27.4,1025.2,1022.3
0.0,28.0,7.0,73.0,27.0,0,26.9,28.0,1025.9,1021.9
0.0,30.0,9.0,60.0,13.0,0,28.2,28.8,1023.4,1020.2
0.0,33.0,11.0,42.0,29.0,0,27.0,28.7,1024.0,1021.6
0.0,28.0,13.0,57.0,21.0,0,29.5,30.4,1022.9,1017.4
0.0,41.0,24.0,28.0,38.0,0,24.3,25.4,1013.6,1012.0
0.0,44.0,28.0,78.0,50.0,0,21.0,23.8,1012.8,1010.0
0.0,44.0,19.0,88.0,35.0,0,19.9,20.6,1014.5,1013.1
0.0,30.0,20.0,74.0,31.0,0,19.2,19.9,1019.5,1016.3
0.0,35.0,20.0,68.0,30.0,0,19.9,20.8,1018.7,1016.3
0.0,48.0,26.0,93.0,35.0,0,20.3,22.0,1021.8,1020.5
0.0,41.0,22.0,69.0,25.0,0,17.8,18.5,1027.6,1024.0
0.0,33.0,15.0,64.0,28.0,0,19.3,20.3,1022.8,1017.7
0.0,61.0,15.0,48.0,81.0,0,10.3,17.4,1011.1,1006.5
9.8,43.0,28.0,86.0,64.0,1,18.0,19.4,1009.0,1008.4
0.4,35.0,20.0,84.0,55.0,0,16.1,17.4,1017.4,1017.3
0.0,37.0,9.0,77.0,71.0,0,17.3,19.8,1021.2,1018.9
1.2,54.0,33.0,90.0,44.0,1,20.5,20.8,1022.8,1021.2
0.0,33.0,17.0,94.0,51.0,0,22.0,22.6,1024.7,1022.4
0.0,59.0,33.0,58.0,20.0,0,27.3,27.8,1018.3,1012.3
0.0,33.0,19.0,78.0,57.0,0,18.0,18.6,1016.9,1017.1
0.0,30.0,11.0,65.0,39.0,0,18.5,19.1,1024.9,1024.0
0.0,24.0,7.0,62.0,36.0,0,19.4,19.9,1026.1,1022.7
0.0,50.0,37.0,79.0,39.0,0,18.8,20.3,1024.4,1022.9
0.0,31.0,9.0,73.0,31.0,0,17.8,18.4,1029.0,1025.4
0.0,41.0,24.0,51.0,21.0,0,21.8,22.4,1021.5,1016.1
0.0,43.0,20.0,65.0,33.0,0,16.6,17.4,1027.3,1025.1
0.0,31.0,13.0,77.0,35.0,0,16.1,16.9,1027.9,1024.3
0.0,33.0,13.0,66.0,69.0,0,11.8,12.2,1026.1,1023.0
1.2,31.0,17.0,70.0,28.0,1,23.5,23.9,1023.8,1021.4
0.0,31.0,11.0,75.0,27.0,0,25.9,26.3,1026.7,1023.8
0.0,37.0,13.0,66.0,24.0,0,27.3,27.9,1028.3,1025.5
0.0,33.0,17.0,66.0,26.0,0,25.4,26.3,1028.4,1024.8
0.0,44.0,19.0,47.0,23.0,0,25.1,26.3,1025.0,1020.0
0.0,37.0,20.0,80.0,82.0,0,16.2,16.9,1018.4,1015.3
8.4,52.0,30.0,83.0,57.0,1,12.2,13.8,1015.4,1014.9
0.8,43.0,26.0,88.0,56.0,0,14.4,14.6,1013.6,1010.9
3.8,65.0,37.0,89.0,69.0,1,14.3,15.8,1010.3,1007.8
1.8,43.0,31.0,86.0,52.0,1,16.1,17.3,1013.2,1012.6
0.0,30.0,19.0,93.0,60.0,0,14.3,14.9,1019.3,1017.7
0.0,26.0,19.0,93.0,59.0,0,14.2,14.7,1020.3,1018.2
0.2,59.0,20.0,93.0,43.0,0,18.4,19.1,1020.4,1016.1
0.4,26.0,17.0,79.0,78.0,0,14.7,15.6,1016.8,1015.4
4.8,35.0,20.0,87.0,66.0,1,14.3,14.8,1017.8,1014.2
1.4,31.0,19.0,90.0,82.0,1,11.9,12.9,1011.2,1010.1
2.0,39.0,24.0,93.0,49.0,1,16.3,16.6,1020.9,1020.6
0.0,31.0,22.0,92.0,62.0,0,16.5,17.0,1026.8,1025.2
0.0,41.0,17.0,90.0,55.0,0,17.9,18.4,1028.6,1026.7
0.4,31.0,17.0,94.0,64.0,0,14.3,14.8,1030.7,1028.9
0.0,22.0,6.0,93.0,54.0,0,14.9,16.0,1031.0,1028.5
0.0,20.0,11.0,86.0,54.0,0,15.9,16.3,1028.4,1024.7
0.0,28.0,13.0,79.0,42.0,0,17.5,18.1,1024.4,1021.0
1.0,30.0,17.0,84.0,76.0,0,17.0,17.3,1021.6,1019.5
0.8,28.0,15.0,94.0,91.0,0,14.6,14.9,1021.1,1018.6
14.4,50.0,20.0,93.0,91.0,1,14.4,15.5,1013.3,1010.4
11.2,46.0,22.0,85.0,70.0,1,14.7,15.5,1021.2,1022.4
0.0,31.0,17.0,93.0,69.0,0,14.1,14.9,1027.5,1026.5
0.0,17.0,6.0,78.0,70.0,0,13.3,13.4,1028.1,1025.0
0.0,33.0,20.0,84.0,69.0,0,13.2,13.6,1022.9,1018.5
0.2,41.0,28.0,85.0,59.0,0,16.3,17.2,1016.9,1014.5
1.8,50.0,22.0,81.0,56.0,1,13.4,14.6,1022.4,1024.8
0.0,26.0,13.0,92.0,58.0,0,13.0,13.5,1031.1,1028.4
0.0,24.0,13.0,81.0,51.0,0,14.0,15.0,1026.6,1022.2
0.0,33.0,22.0,77.0,50.0,0,18.1,19.2,1018.8,1015.9
0.6,35.0,19.0,88.0,76.0,0,16.2,17.1,1017.1,1013.4
65.6,54.0,28.0,92.0,91.0,1,10.9,11.9,1010.3,1008.2
20.0,43.0,24.0,81.0,74.0,1,13.7,14.2,1010.7,1011.4
0.2,54.0,26.0,82.0,73.0,0,12.0,13.3,1016.6,1017.1
0.0,35.0,24.0,92.0,59.0,0,13.9,14.9,1022.7,1021.4
0.2,28.0,13.0,93.0,57.0,0,13.7,14.2,1023.1,1019.5
0.2,22.0,13.0,94.0,65.0,0,11.8,12.4,1017.8,1014.9
0.2,28.0,19.0,93.0,55.0,0,13.8,14.6,1019.8,1019.4
0.0,31.0,19.0,87.0,52.0,0,12.8,13.3,1026.9,1025.1
0.0,24.0,9.0,87.0,67.0,0,12.6,12.8,1025.0,1021.2
0.2,39.0,7.0,85.0,73.0,0,11.4,13.4,1017.8,1015.7
9.0,46.0,28.0,86.0,65.0,1,13.5,13.9,1021.3,1021.8
0.6,37.0,24.0,82.0,66.0,0,13.2,13.4,1028.3,1026.6
0.0,28.0,7.0,73.0,53.0,0,13.6,14.4,1028.3,1026.1
0.0,15.0,9.0,93.0,54.0,0,14.1,14.5,1026.0,1023.6
0.2,17.0,6.0,93.0,54.0,0,14.8,15.3,1023.7,1021.6
0.0,13.0,6.0,91.0,50.0,0,16.1,17.0,1022.3,1020.3
0.0,15.0,7.0,91.0,54.0,0,16.8,16.9,1024.7,1023.4
0.4,35.0,22.0,93.0,58.0,0,14.5,15.1,1029.1,1027.9
0.0,33.0,20.0,94.0,67.0,0,15.9,16.6,1029.4,1026.7
3.0,46.0,33.0,92.0,71.0,1,16.4,16.7,1025.9,1023.7
0.2,48.0,35.0,92.0,53.0,0,15.9,16.5,1025.4,1022.9
0.0,41.0,31.0,87.0,42.0,0,16.0,16.5,1022.9,1017.6
0.2,67.0,39.0,67.0,50.0,0,15.6,16.4,1007.6,1002.7
2.6,72.0,33.0,87.0,68.0,1,11.9,12.3,1012.1,1013.1
1.4,43.0,22.0,91.0,70.0,1,13.0,13.5,1019.1,1018.7
2.2,30.0,17.0,92.0,66.0,1,13.0,13.3,1025.6,1025.5
0.0,26.0,15.0,93.0,56.0,0,13.0,14.0,1033.5,1033.3
0.2,20.0,11.0,92.0,69.0,0,11.3,11.7,1035.9,1032.7
0.2,20.0,9.0,94.0,56.0,0,12.0,12.7,1031.6,1029.8
0.0,28.0,20.0,88.0,74.0,0,12.4,13.4,1031.9,1028.6
0.2,28.0,17.0,93.0,77.0,0,14.0,14.3,1028.6,1025.9
8.0,43.0,19.0,93.0,92.0,1,13.3,13.4,1022.7,1018.7
14.0,35.0,15.0,89.0,72.0,1,17.1,17.7,1016.0,1013.6
1.0,19.0,6.0,94.0,82.0,0,14.0,15.2,1020.6,1019.9
0.2,20.0,9.0,93.0,71.0,0,14.9,15.9,1023.5,1020.3
0.0,48.0,17.0,93.0,86.0,0,13.1,14.7,1018.4,1014.2
6.2,61.0,31.0,90.0,69.0,1,16.9,17.5,1008.7,1001.0
9.0,57.0,28.0,83.0,87.0,1,11.7,14.5,1004.1,1004.8
6.6,50.0,33.0,90.0,73.0,1,8.7,9.0,1005.4,1007.0
2.2,46.0,28.0,94.0,51.0,1,12.1,12.3,1011.7,1010.6
0.8,28.0,9.0,92.0,82.0,0,8.6,10.3,1014.7,1017.1
0.2,35.0,22.0,94.0,66.0,0,12.3,13.3,1028.4,1029.0
0.0,28.0,7.0,71.0,60.0,0,13.4,14.5,1034.0,1030.8
0.0,31.0,19.0,91.0,67.0,0,12.7,13.5,1028.8,1025.3
0.0,20.0,11.0,85.0,64.0,0,15.8,16.6,1026.3,1024.4
0.0,37.0,13.0,80.0,65.0,0,13.1,13.9,1024.2,1020.2
0.2,50.0,19.0,76.0,67.0,0,15.1,16.2,1017.0,1011.5
2.0,39.0,20.0,93.0,78.0,1,13.7,15.4,1018.6,1016.9
1.2,24.0,13.0,93.0,51.0,1,13.4,14.2,1024.2,1023.3
0.0,15.0,4.0,77.0,52.0,0,12.3,12.6,1025.8,1023.2
0.0,35.0,24.0,74.0,46.0,0,14.5,14.9,1022.4,1017.9
0.2,70.0,43.0,78.0,58.0,0,12.4,13.1,1011.6,1012.8
1.4,63.0,37.0,91.0,87.0,1,11.2,13.0,1015.1,1009.7
4.6,46.0,24.0,90.0,71.0,1,13.4,13.9,1016.5,1015.1
1.0,48.0,15.0,92.0,76.0,0,15.6,16.4,1014.2,1009.2
1.6,67.0,30.0,82.0,49.0,1,14.9,15.3,1010.8,1010.4
0.0,63.0,37.0,86.0,75.0,0,11.7,12.2,1010.7,1010.3
4.4,20.0,9.0,91.0,64.0,1,11.2,12.6,1020.1,1017.3
2.2,39.0,19.0,79.0,73.0,1,12.4,14.0,1012.1,1010.2
1.0,31.0,19.0,94.0,57.0,0,15.3,15.4,1018.5,1017.4
0.2,43.0,26.0,83.0,48.0,0,17.7,18.6,1015.3,1010.2
1.0,76.0,35.0,70.0,41.0,0,13.8,14.1,1007.4,1008.4
3.6,48.0,28.0,93.0,56.0,1,16.2,16.6,1013.1,1010.3
0.0,76.0,33.0,82.0,67.0,0,10.8,14.0,1006.7,1010.1
1.2,35.0,19.0,87.0,50.0,1,14.7,15.7,1022.5,1019.3
0.0,63.0,22.0,65.0,38.0,0,15.9,18.4,1010.6,1002.1
4.4,61.0,30.0,87.0,78.0,1,10.8,12.3,1008.5,1006.5
3.0,74.0,48.0,77.0,78.0,1,12.5,14.9,1007.0,1006.2
3.0,72.0,26.0,82.0,63.0,1,9.6,11.3,1014.6,1015.2
1.0,46.0,26.0,86.0,77.0,0,10.3,12.3,1020.3,1018.5
0.2,52.0,30.0,94.0,64.0,0,12.5,13.3,1017.2,1012.2
4.2,52.0,31.0,88.0,71.0,1,13.0,13.3,1012.7,1010.7
1.2,52.0,33.0,88.0,76.0,1,13.8,14.5,1014.5,1015.7
0.6,39.0,17.0,93.0,75.0,0,14.7,15.4,1024.8,1023.8
0.0,35.0,17.0,81.0,61.0,0,15.1,15.6,1025.3,1023.2
0.0,19.0,6.0,93.0,66.0,0,14.7,15.3,1025.6,1023.0
0.2,26.0,15.0,89.0,62.0,0,20.1,20.7,1020.1,1015.9
0.2,24.0,6.0,85.0,56.0,0,18.5,20.0,1016.4,1013.4
0.0,65.0,22.0,65.0,64.0,0,17.4,18.1,1007.6,1000.8
1.0,54.0,28.0,87.0,67.0,0,17.3,18.3,1013.2,1012.2
0.6,31.0,15.0,83.0,33.0,0,23.7,24.1,1018.4,1016.9
0.0,33.0,20.0,69.0,33.0,0,26.8,27.0,1021.9,1020.2
0.0,22.0,9.0,93.0,45.0,0,22.9,23.4,1030.0,1028.2
0.0,37.0,17.0,78.0,58.0,0,22.8,23.9,1030.5,1027.1
0.0,37.0,11.0,58.0,43.0,0,26.1,27.6,1023.3,1020.4
0.0,28.0,11.0,90.0,87.0,0,13.7,14.7,1026.0,1025.4
0.4,17.0,6.0,91.0,82.0,0,11.6,12.4,1028.2,1025.8
2.6,31.0,19.0,92.0,47.0,1,17.3,18.1,1027.0,1024.9
0.0,39.0,19.0,89.0,64.0,0,16.8,17.5,1026.9,1022.8
0.0,76.0,44.0,53.0,41.0,0,21.8,27.8,1010.1,1003.3
0.0,54.0,33.0,77.0,58.0,0,14.7,15.8,1011.0,1010.1
0.0,39.0,26.0,89.0,58.0,0,15.4,16.2,1014.1,1013.6
0.2,44.0,17.0,94.0,54.0,0,15.6,16.1,1018.7,1015.6
5.0,63.0,17.0,88.0,86.0,1,10.6,10.9,1013.7,1012.5
0.6,20.0,6.0,94.0,70.0,0,16.4,17.2,1015.3,1013.1
0.0,43.0,20.0,82.0,73.0,0,17.3,18.4,1014.9,1009.1
3.0,52.0,24.0,77.0,71.0,1,17.9,20.2,1003.0,999.0
7.6,35.0,26.0,90.0,62.0,1,17.3,18.7,1005.1,1003.1
1.4,72.0,39.0,91.0,67.0,1,13.9,15.3,1000.0,1001.9
2.4,63.0,20.0,80.0,51.0,1,15.9,16.8,1009.9,1006.2
5.8,48.0,28.0,80.0,48.0,1,16.6,17.2,1012.4,1013.6
0.2,59.0,19.0,79.0,53.0,0,17.2,19.9,1015.8,1013.3
0.8,31.0,7.0,78.0,51.0,0,20.2,21.6,1011.5,1009.5
0.0,54.0,11.0,73.0,45.0,0,22.8,24.6,1003.8,996.7
0.0,56.0,31.0,75.0,42.0,0,23.0,23.2,1004.2,1003.0
0.0,44.0,20.0,72.0,51.0,0,18.8,19.8,1007.5,1006.7
11.4,72.0,35.0,75.0,49.0,1,14.7,15.8,1012.1,1015.5
0.0,65.0,35.0,74.0,25.0,0,22.4,22.5,1016.2,1009.5
0.6,56.0,31.0,65.0,47.0,0,16.7,17.2,1014.4,1015.0
0.0,44.0,24.0,73.0,29.0,0,23.8,24.7,1015.4,1009.8
0.0,91.0,9.0,47.0,55.0,0,20.0,23.8,1004.5,1002.5
7.6,69.0,43.0,83.0,54.0,1,13.6,14.6,1007.6,1010.9
1.2,85.0,52.0,71.0,53.0,1,16.2,17.0,1006.9,1005.7
4.0,41.0,22.0,70.0,54.0,1,14.6,16.1,1022.3,1022.7
0.0,35.0,20.0,74.0,36.0,0,21.0,21.7,1023.3,1017.7
0.0,54.0,35.0,37.0,23.0,0,24.6,26.4,1011.4,1008.0
0.0,52.0,35.0,93.0,49.0,0,17.2,17.7,1011.1,1010.5
0.2,41.0,22.0,87.0,54.0,0,17.7,20.0,1015.6,1014.5
0.0,28.0,11.0,90.0,49.0,0,20.7,23.0,1019.2,1017.2
0.0,50.0,26.0,48.0,14.0,0,31.1,31.8,1013.3,1007.2
0.0,43.0,24.0,81.0,67.0,0,13.5,14.9,1007.0,1010.5
0.4,44.0,20.0,87.0,44.0,0,18.5,19.6,1018.3,1016.5
0.0,44.0,26.0,68.0,20.0,0,25.3,26.3,1012.5,1006.8
0.0,72.0,52.0,74.0,59.0,0,14.6,17.5,1006.4,1008.7
0.0,48.0,33.0,78.0,35.0,0,16.7,17.2,1022.8,1022.1
0.0,48.0,30.0,76.0,31.0,0,19.5,21.4,1023.7,1018.6
0.0,70.0,44.0,31.0,12.0,0,27.6,29.0,1008.9,1002.3
1.4,74.0,43.0,80.0,58.0,1,13.2,15.9,1010.6,1016.4
2.2,50.0,30.0,76.0,20.0,1,23.0,24.5,1024.1,1021.5
0.0,41.0,19.0,28.0,10.0,0,28.0,29.1,1021.9,1016.3
0.0,56.0,30.0,16.0,13.0,0,33.2,33.7,1011.7,1009.5
0.0,41.0,15.0,66.0,60.0,0,21.2,23.6,1014.0,1012.1
1.4,56.0,20.0,84.0,88.0,1,17.9,19.5,1009.1,1004.7
10.4,56.0,28.0,88.0,63.0,1,13.6,17.5,1013.9,1015.7
0.2,50.0,22.0,64.0,46.0,0,13.1,15.4,1022.9,1023.8
0.0,41.0,26.0,85.0,54.0,0,15.4,16.1,1027.0,1025.0
0.0,43.0,15.0,64.0,46.0,0,17.5,18.9,1027.1,1025.1
0.0,41.0,19.0,85.0,60.0,0,16.1,17.1,1024.7,1021.4
0.4,56.0,30.0,69.0,47.0,0,21.4,23.4,1011.9,1010.1
0.0,52.0,26.0,64.0,45.0,0,19.4,19.8,1020.4,1019.6
0.0,44.0,24.0,68.0,43.0,0,18.6,19.1,1023.9,1022.5
0.0,30.0,15.0,63.0,38.0,0,19.7,21.3,1025.6,1023.0
0.0,35.0,19.0,62.0,23.0,0,26.5,28.2,1021.9,1018.4
0.0,48.0,24.0,63.0,20.0,0,29.3,30.0,1016.4,1014.9
0.0,61.0,33.0,53.0,29.0,0,19.0,19.9,1021.8,1023.0
0.0,50.0,17.0,60.0,29.0,0,20.6,22.0,1030.7,1028.2
0.0,30.0,15.0,60.0,19.0,0,24.8,27.3,1026.5,1021.9
0.0,43.0,19.0,22.0,10.0,0,31.9,33.3,1016.9,1012.0
0.0,44.0,17.0,30.0,38.0,0,25.3,27.4,1009.3,1009.6
0.0,57.0,37.0,83.0,80.0,0,12.5,15.8,1009.0,1010.9
0.2,52.0,28.0,63.0,32.0,0,16.6,19.0,1018.7,1018.5
0.0,50.0,26.0,64.0,32.0,0,18.4,19.3,1023.9,1021.3
0.0,48.0,15.0,59.0,38.0,0,19.0,21.2,1022.5,1019.5
0.8,46.0,35.0,82.0,51.0,0,18.2,21.1,1018.4,1015.5
0.0,46.0,24.0,80.0,47.0,0,17.8,19.2,1018.7,1017.1
0.0,37.0,20.0,63.0,33.0,0,20.9,21.5,1020.3,1018.3
0.0,43.0,20.0,61.0,34.0,0,20.5,22.5,1021.1,1018.6
0.0,50.0,24.0,60.0,28.0,0,22.4,23.4,1019.7,1016.7
0.0,37.0,6.0,69.0,25.0,0,25.5,27.3,1018.6,1015.5
0.0,48.0,17.0,49.0,15.0,0,30.4,31.6,1015.3,1010.0
0.0,59.0,35.0,26.0,15.0,0,32.5,35.3,1008.3,1005.3
0.0,50.0,37.0,62.0,50.0,0,18.3,20.3,1009.6,1010.0
0.0,48.0,26.0,63.0,38.0,0,18.0,20.8,1012.2,1010.8
0.0,43.0,30.0,65.0,42.0,0,17.9,19.7,1012.0,1010.1
0.0,50.0,31.0,70.0,47.0,0,18.6,21.0,1011.0,1010.0
0.0,43.0,22.0,62.0,36.0,0,20.7,22.1,1014.2,1012.3
0.0,39.0,15.0,57.0,23.0,0,25.8,28.2,1013.7,1010.3
0.0,39.0,11.0,41.0,14.0,0,30.2,32.5,1014.3,1011.6
0.0,46.0,15.0,21.0,13.0,0,34.1,36.5,1012.5,1009.3
0.0,50.0,19.0,79.0,80.0,0,15.3,20.6,1008.0,1010.4
2.4,46.0,26.0,74.0,34.0,1,21.3,22.5,1016.2,1016.3
0.0,41.0,11.0,55.0,16.0,0,24.6,27.0,1021.4,1018.2
0.0,57.0,24.0,36.0,12.0,0,30.3,32.8,1018.3,1014.8
0.0,56.0,35.0,26.0,11.0,0,36.9,37.7,1015.5,1010.3
0.0,56.0,24.0,70.0,19.0,0,32.1,33.3,1011.4,1007.2
1.2,59.0,31.0,70.0,26.0,1,21.7,22.9,1004.0,1003.0
0.0,69.0,44.0,58.0,28.0,0,17.1,18.5,1007.4,1009.4
0.2,39.0,11.0,65.0,43.0,0,20.2,22.1,1019.7,1018.6
0.0,33.0,17.0,54.0,24.0,0,27.6,29.5,1020.5,1017.2
0.0,63.0,44.0,21.0,12.0,0,32.6,33.9,1010.4,1006.9
0.8,63.0,28.0,89.0,61.0,0,17.8,21.1,1005.2,1005.4
3.8,56.0,31.0,63.0,34.0,1,19.4,22.7,1010.1,1009.9
0.2,54.0,37.0,66.0,50.0,0,20.7,23.3,1012.1,1011.6
0.0,50.0,26.0,54.0,32.0,0,22.9,24.6,1014.3,1012.4
0.0,54.0,31.0,71.0,32.0,0,24.8,26.8,1015.4,1014.1
0.0,41.0,19.0,52.0,25.0,0,23.0,25.9,1021.5,1018.6
0.0,37.0,20.0,61.0,22.0,0,27.6,29.2,1021.4,1017.9
0.0,35.0,11.0,63.0,15.0,0,29.5,31.3,1020.7,1017.8
0.0,37.0,9.0,71.0,14.0,0,31.5,34.3,1020.5,1017.8
0.0,37.0,9.0,20.0,11.0,0,36.0,38.0,1019.0,1015.8
0.0,43.0,17.0,20.0,9.0,0,40.3,42.6,1013.7,1010.4
0.0,65.0,30.0,21.0,14.0,0,38.9,40.1,1010.1,1008.7
0.0,41.0,28.0,53.0,39.0,0,26.3,28.1,1011.6,1011.5
0.0,50.0,31.0,57.0,59.0,0,22.3,25.5,1007.8,1009.0
0.0,48.0,30.0,68.0,38.0,0,20.6,22.6,1013.8,1015.0
0.0,28.0,11.0,59.0,23.0,0,24.2,27.8,1020.4,1017.3
0.0,65.0,19.0,29.0,12.0,0,30.6,32.5,1014.1,1010.5
0.0,44.0,24.0,62.0,22.0,0,27.5,29.2,1011.8,1011.1
0.0,31.0,9.0,62.0,14.0,0,28.7,32.0,1014.3,1010.4
0.0,69.0,41.0,21.0,20.0,0,31.7,37.5,1004.1,1003.7
0.0,39.0,19.0,53.0,21.0,0,23.5,26.2,1018.5,1016.5
0.0,48.0,20.0,45.0,10.0,0,26.9,28.8,1016.7,1014.1
0.0,28.0,9.0,52.0,12.0,0,27.9,31.7,1016.3,1013.8
0.0,56.0,19.0,13.0,48.0,0,25.8,30.0,1006.1,1007.0
2.6,37.0,28.0,85.0,81.0,1,16.1,17.4,1009.9,1007.0
1.8,65.0,41.0,80.0,36.0,1,22.0,23.7,1005.2,1005.5
0.0,57.0,35.0,65.0,31.0,0,22.3,23.4,1009.8,1009.2
0.0,74.0,33.0,60.0,79.0,0,15.8,23.3,1007.9,1008.0
0.0,50.0,28.0,56.0,29.0,0,20.0,22.2,1018.8,1020.0
0.0,52.0,28.0,59.0,32.0,0,22.8,24.2,1025.2,1021.5
0.0,44.0,15.0,62.0,25.0,0,27.4,29.1,1020.0,1016.2
0.0,50.0,24.0,40.0,23.0,0,34.2,36.5,1016.7,1013.3
0.0,39.0,11.0,54.0,22.0,0,34.7,36.3,1017.1,1014.5
